"FileName","FilePath","SegmentId","Updated_Start_Time"
"en_IN_14217903_20230428.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_14217903_20230428.json",100002,11.511
"en_IN_14217903_20230428.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_14217903_20230428.json",100004,23.42
"en_IN_14217903_20230428.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_14217903_20230428.json",100051,29.503
"en_IN_14217903_20230428.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_14217903_20230428.json",100052,30.342
"en_IN_14217903_20230428.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_14217903_20230428.json",100026,31.48
"en_IN_14217903_20230428.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_14217903_20230428.json",100005,37.68
"en_IN_14217903_20230428.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_14217903_20230428.json",100053,41.995
"en_IN_14217903_20230428.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_14217903_20230428.json",100054,42.555
"en_IN_14217903_20230428.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_14217903_20230428.json",100027,43.843
"en_IN_14217903_20230428.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_14217903_20230428.json",100006,49.041
"en_IN_14217903_20230428.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_14217903_20230428.json",100007,62.431
"en_IN_14217903_20230428.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_14217903_20230428.json",100008,76.442
"en_IN_14217903_20230428.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_14217903_20230428.json",100028,80.079
"en_IN_14217903_20230428.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_14217903_20230428.json",100063,80.778
"en_IN_14217903_20230428.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_14217903_20230428.json",100009,85.211
"en_IN_14217903_20230428.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_14217903_20230428.json",100029,90.388
"en_IN_14217903_20230428.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_14217903_20230428.json",100030,93.833
"en_IN_14217903_20230428.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_14217903_20230428.json",100031,97.612
"en_IN_14217903_20230428.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_14217903_20230428.json",100010,98.741
"en_IN_14217903_20230428.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_14217903_20230428.json",100011,111.663
"en_IN_14217903_20230428.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_14217903_20230428.json",100032,116.7
"en_IN_14217903_20230428.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_14217903_20230428.json",100033,118.067
"en_IN_14217903_20230428.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_14217903_20230428.json",100034,121.563
"en_IN_14217903_20230428.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_14217903_20230428.json",100012,124.83
"en_IN_14217903_20230428.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_14217903_20230428.json",100064,129.928
"en_IN_14217903_20230428.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_14217903_20230428.json",100065,130.527
"en_IN_14217903_20230428.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_14217903_20230428.json",100066,133.835
"en_IN_14217903_20230428.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_14217903_20230428.json",100067,134.461
"en_IN_14217903_20230428.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_14217903_20230428.json",100055,141.26
"en_IN_14217903_20230428.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_14217903_20230428.json",100056,141.785
"en_IN_14217903_20230428.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_14217903_20230428.json",100035,150.393
"en_IN_14217903_20230428.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_14217903_20230428.json",100014,151.59
"en_IN_14217903_20230428.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_14217903_20230428.json",100015,158.5
"en_IN_14217903_20230428.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_14217903_20230428.json",100036,160.424
"en_IN_14217903_20230428.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_14217903_20230428.json",100037,163.535
"en_IN_14217903_20230428.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_14217903_20230428.json",100038,164.682
"en_IN_14217903_20230428.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_14217903_20230428.json",100039,170.275
"en_IN_14217903_20230428.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_14217903_20230428.json",100016,172.08
"en_IN_14217903_20230428.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_14217903_20230428.json",100057,173.53
"en_IN_14217903_20230428.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_14217903_20230428.json",100058,174.383
"en_IN_14217903_20230428.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_14217903_20230428.json",100017,184.121
"en_IN_14217903_20230428.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_14217903_20230428.json",100068,186.614
"en_IN_14217903_20230428.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_14217903_20230428.json",100040,188.148
"en_IN_14217903_20230428.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_14217903_20230428.json",100059,192.522
"en_IN_14217903_20230428.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_14217903_20230428.json",100060,195.259
"en_IN_14217903_20230428.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_14217903_20230428.json",100018,197.28
"en_IN_14217903_20230428.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_14217903_20230428.json",100069,200.626
"en_IN_14217903_20230428.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_14217903_20230428.json",100070,201.332
"en_IN_14217903_20230428.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_14217903_20230428.json",100071,208.111
"en_IN_14217903_20230428.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_14217903_20230428.json",100019,209.245
"en_IN_14217903_20230428.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_14217903_20230428.json",100062,210.017
"en_IN_14217903_20230428.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_14217903_20230428.json",100042,213.308
"en_IN_14217903_20230428.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_14217903_20230428.json",100043,214.467
"en_IN_14217903_20230428.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_14217903_20230428.json",100072,219.876
"en_IN_14217903_20230428.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_14217903_20230428.json",100073,220.641
"en_IN_14217903_20230428.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_14217903_20230428.json",100020,223.64
"en_IN_14217903_20230428.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_14217903_20230428.json",100050,224.2
"en_IN_14217903_20230428.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_14217903_20230428.json",100044,230.35
"en_IN_14217903_20230428.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_14217903_20230428.json",100045,231.525
"en_IN_14217903_20230428.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_14217903_20230428.json",100074,235.375
"en_IN_14217903_20230428.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_14217903_20230428.json",100075,235.651
"en_IN_14217903_20230428.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_14217903_20230428.json",100021,237.21
"en_IN_14217903_20230428.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_14217903_20230428.json",100078,237.928
"en_IN_14217903_20230428.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_14217903_20230428.json",100046,239.432
"en_IN_14217903_20230428.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_14217903_20230428.json",100047,240.858
"en_IN_14217903_20230428.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_14217903_20230428.json",100048,243.612
"en_IN_14217903_20230428.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_14217903_20230428.json",100076,249.522
"en_IN_14217903_20230428.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_14217903_20230428.json",100079,251.061
"en_IN_14217903_20230428.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_14217903_20230428.json",100077,251.99
"en_IN_16680543_20230809.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_16680543_20230809.json",100002,21.715
"en_IN_16680543_20230809.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_16680543_20230809.json",100003,27.709
"en_IN_16680543_20230809.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_16680543_20230809.json",100004,29.312
"en_IN_16680543_20230809.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_16680543_20230809.json",100082,34.53
"en_IN_16680543_20230809.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_16680543_20230809.json",100083,36.007
"en_IN_16680543_20230809.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_16680543_20230809.json",100084,38.203
"en_IN_16680543_20230809.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_16680543_20230809.json",100085,38.985
"en_IN_16680543_20230809.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_16680543_20230809.json",100086,40.377
"en_IN_16680543_20230809.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_16680543_20230809.json",100087,41.443
"en_IN_16680543_20230809.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_16680543_20230809.json",100005,42.913
"en_IN_16680543_20230809.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_16680543_20230809.json",100006,44.027
"en_IN_16680543_20230809.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_16680543_20230809.json",100088,52.885
"en_IN_16680543_20230809.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_16680543_20230809.json",100089,54.625
"en_IN_16680543_20230809.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_16680543_20230809.json",100007,58.81
"en_IN_16680543_20230809.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_16680543_20230809.json",100008,66.42
"en_IN_16680543_20230809.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_16680543_20230809.json",100009,67.304
"en_IN_16680543_20230809.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_16680543_20230809.json",100010,71.145
"en_IN_16680543_20230809.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_16680543_20230809.json",100011,73.12
"en_IN_16680543_20230809.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_16680543_20230809.json",100013,75.769
"en_IN_16680543_20230809.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_16680543_20230809.json",100014,79.583
"en_IN_16680543_20230809.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_16680543_20230809.json",100015,81.23
"en_IN_16680543_20230809.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_16680543_20230809.json",100016,84.679
"en_IN_16680543_20230809.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_16680543_20230809.json",100017,86.215
"en_IN_16680543_20230809.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_16680543_20230809.json",100018,91.783
"en_IN_16680543_20230809.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_16680543_20230809.json",100019,93.184
"en_IN_16680543_20230809.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_16680543_20230809.json",100020,96.981
"en_IN_16680543_20230809.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_16680543_20230809.json",100021,98.702
"en_IN_16680543_20230809.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_16680543_20230809.json",100022,106.532
"en_IN_16680543_20230809.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_16680543_20230809.json",100023,108.405
"en_IN_16680543_20230809.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_16680543_20230809.json",100024,113.82
"en_IN_16680543_20230809.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_16680543_20230809.json",100025,116
"en_IN_16680543_20230809.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_16680543_20230809.json",100026,118.5
"en_IN_16680543_20230809.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_16680543_20230809.json",100027,119.5
"en_IN_16680543_20230809.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_16680543_20230809.json",100028,124.42
"en_IN_16680543_20230809.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_16680543_20230809.json",100090,128.576
"en_IN_16680543_20230809.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_16680543_20230809.json",100029,129.753
"en_IN_16680543_20230809.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_16680543_20230809.json",100091,132.865
"en_IN_16680543_20230809.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_16680543_20230809.json",100092,133.682
"en_IN_16680543_20230809.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_16680543_20230809.json",100030,140.147
"en_IN_16680543_20230809.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_16680543_20230809.json",100031,142.865
"en_IN_16680543_20230809.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_16680543_20230809.json",100093,150.842
"en_IN_16680543_20230809.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_16680543_20230809.json",100094,151.878
"en_IN_16680543_20230809.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_16680543_20230809.json",100032,153.765
"en_IN_16680543_20230809.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_16680543_20230809.json",100033,154.837
"en_IN_16680543_20230809.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_16680543_20230809.json",100095,157.8
"en_IN_16680543_20230809.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_16680543_20230809.json",100096,158.955
"en_IN_16680543_20230809.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_16680543_20230809.json",100034,161.224
"en_IN_16680543_20230809.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_16680543_20230809.json",100035,162.32
"en_IN_16680543_20230809.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_16680543_20230809.json",100036,168.915
"en_IN_16680543_20230809.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_16680543_20230809.json",100038,230.2
"en_IN_16680543_20230809.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_16680543_20230809.json",100074,231.415
"en_IN_16680543_20230809.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_16680543_20230809.json",100097,232.4
"en_IN_16680543_20230809.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_16680543_20230809.json",100098,234.145
"en_IN_16680543_20230809.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_16680543_20230809.json",100039,244.823
"en_IN_16680543_20230809.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_16680543_20230809.json",100075,246.725
"en_IN_16680543_20230809.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_16680543_20230809.json",100040,247.701
"en_IN_16680543_20230809.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_16680543_20230809.json",100041,248.485
"en_IN_16680543_20230809.json","USA-369/Batch19_d1_en_IN_new_files_08122025_44h49m/WITHOUT_PII/TRANSCRIPTION/en_IN_16680543_20230809.json",100042,251.083
